1,9474
2,10635
3,10234
4,10124
5,10125
6,12044
7,13425
1,9666
2,10342
3,6925
4,7473
5,9338
6,5166
7,13152
1,9288
2,10897
3,10011
4,7275
5,9775
6,13164
7,12621
1,11705
2,8602
3,8103
4,10293
5,8126
6,12509
7,5236
1,15411
2,8865
3,13376
4,7412
5,8623
6,13365
7,12180
1,12177
2,10553
3,8116
4,9198
5,7557
6,15329
7,11540
1,11630
2,9928
3,8585
4,10222
5,8589
6,4654
7,5142
1,9352
2,8234
3,14142
4,10592
5,13077
6,5275
7,6128
1,9759
2,10578
3,8665
4,9221
5,7780
6,12057
7,13137
1,11859
2,8380
3,8435
4,7179
5,7925
6,12198
7,12385
1,9771
2,8638
3,9885
4,7195
5,13773
6,12080
7,12713
1,11466
2,10455
3,8677
4,9946
5,12836
6,6128
7,13504
1,11425
2,10180
3,8252
4,7803
5,7107
6,12495
7,12297
1,9653
2,8828
3,9693
4,9999
5,9032
6,13326
7,5160
1,9288
2,10255
3,7321
4,10030
5,13129
6,13665
7,11943
1,11594
2,8712
3,9367
4,9984
5,13472
6,6094
7,12604
1,9626
2,8811
3,8606
4,10054
5,7878
6,13341
7,11988
1,11933
2,8467
3,14396
4,7789
5,9079
6,12091
7,12627
1,9792
2,14047
3,9416
4,10323
5,9214
6,15219
7,12841
1,11643
2,10614
3,8042
4,10117
5,13283
6,5193
7,13175
1,9811
2,9962
3,9740
4,8100
5,7792
6,11766
7,14234
1,9310
2,8804
3,7913
4,8800
5,12980
6,13644
7,10261
1,9835
2,9181
3,8223
4,13440
5,7159
6,12391
7,11999
1,9520
2,9970
3,8173
4,10321
5,9967
6,12234
7,12636
1,9631
2,8373
3,9764
4,7421
5,7874
6,12580
7,12788
1,9713
2,9058
3,10081
4,9262
5,8493
6,12609
7,12861
1,9551
2,8738
3,7694
4,9953
5,13173
6,12448
7,12955
1,11656
2,10904
3,8583
4,8099
5,9224
6,12248
7,13366
1,8259
2,10203
3,7315
4,7920
5,7176
6,13210
7,11702
1,9764
2,10695
3,10666
4,9330
5,13904
6,13508
7,13235
1,8425
2,10156
3,8304
4,7491
5,12916
6,13106
7,12721
1,11369
2,10609
3,7686
4,12953
5,9765
6,13401
7,12516
1,11448
2,8989
3,9922
4,9123
5,7436
6,5204
7,12851
1,9524
2,8734
3,7757
4,8101
5,9262
6,12070
7,12413
1,11430
2,9052
3,10016
4,8161
5,13606
6,12850
7,6135
1,9758
2,8798
3,9987
4,13333
5,8873
6,5249
7,6174
1,11736
2,10664
3,10100
4,8848
5,14040
6,13098
7,6115
1,9606
2,11027
3,7941
4,9954
5,10093
6,11184
7,13048
1,11759
2,10681
3,10177
4,9126
5,7953
6,6213
7,12652
1,11331
2,8832
3,9963
4,8140
5,7882
6,12480
7,12942
1,11870
2,11264
3,8539
4,9944
5,9545
6,13415
7,13143
1,9608
2,10867
3,10977
4,7722
5,7030
6,12695
7,12468
1,11439
2,8843
3,9946
4,7221
5,9652
6,11711
7,13820
1,9867
2,10028
3,9976
4,9323
5,10132
6,12636
7,11058
1,11428
2,9946
3,10104
4,7648
5,8197
6,14016
7,12650
1,9763
2,8605
3,8095
4,7235
5,9061
6,14965
7,5199
1,11260
2,8776
3,10241
4,10043
5,14090
6,11779
7,13474
1,11356
2,9854
3,8747
4,10242
5,9836
6,11168
7,12509
1,9683
2,8978
3,9887
4,7234
5,7943
6,12978
7,11907
1,8082
2,11001
3,8428
4,13943
5,8141
6,13114
7,12710
1,9654
2,10102
3,10556
4,10535
5,8482
6,12467
7,13101
1,9385
2,9079
3,13444
4,9199
5,8910
6,6214
7,12339
1,9832
2,9241
3,8610
4,7312
5,13826
6,14001
7,6122
1,11995
2,11056
3,9672
4,7733
5,13288
6,12761
7,11641
1,11321
2,13997
3,14022
4,9380
5,9131
6,12525
7,12778
1,9735
2,8688
3,9894
4,13177
5,7691
6,13177
7,11687
1,9489
2,8204
3,9843
4,7531
5,9469
6,15603
7,12697
1,9410
2,8400
3,7979
4,7389
5,9928
6,12161
7,12818
1,11657
2,10470
3,8578
4,9433
5,8520
6,11979
7,13471
1,9439
2,14380
3,8300
4,10472
5,13322
6,12306
7,12495
1,11721
2,11241
3,9958
4,7381
5,7614
6,12733
7,6077
1,9911
2,10242
3,10038
4,9434
5,8612
6,5185
7,11855
1,11250
2,8481
3,9311
4,7984
5,10087
6,15246
7,15456
1,11557
2,8893
3,8409
4,9184
5,13194
6,13688
7,6215
1,9328
2,8542
3,9995
4,8899
5,9944
6,13103
7,12496
1,11530
2,9219
3,10351
4,9486
5,9777
6,13699
7,12599
1,11399
2,9208
3,8500
4,7843
5,9301
6,11905
7,6156
1,12131
2,8863
3,9509
4,7407
5,7769
6,13738
7,3457
1,11970
2,11296
3,9291
4,7741
5,6828
6,12658
7,12688
1,9541
2,9312
3,7907
4,14319
5,9091
6,13467
7,13399
